EXPOCODE	Name	ICEScode	CallSign_WMO	PlatformType	IMO_OS	Institution	EDMO	PI_Institution	PI_EDMO	PI	DOI_link
MLCE20170324	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	https://doi.org/10.7289/V5P84943
MLCE20170403	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	https://doi.org/10.7289/V5P84943
MLCE20170414	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	https://doi.org/10.7289/V5P84943
MLCE20170424	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	https://doi.org/10.7289/V5P84943
MLCE20170505	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	https://doi.org/10.7289/V5P84943
MLCE20170515	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	https://doi.org/10.7289/V5P84943
MLCE20170526	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	https://doi.org/10.7289/V5P84943
MLCE20170604	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	https://doi.org/10.7289/V5P84943
MLCE20170611	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	https://doi.org/10.7289/V5P84943
MLCE20170618	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	https://doi.org/10.7289/V5P84943
MLCE20170625	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	https://doi.org/10.7289/V5P84943
MLCE20170702	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	https://doi.org/10.7289/V5P84943
MLCE20170709	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	https://doi.org/10.7289/V5P84943
MLCE20170716	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	https://doi.org/10.7289/V5P84943
MLCE20170723	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	
MLCE20170730	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	
MLCE20170806	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	
MLCE20170813	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	
MLCE20170827	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	
MLCE20170904	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	
MLCE20170915	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	
MLCE20170925	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	
MLCE20171006	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	
MLCE20171016	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	
MLCE20171027	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	https://doi.org/10.7289/V5P84943
MLCE20171106	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	https://doi.org/10.7289/V5P84943
MLCE20171116	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	https://doi.org/10.7289/V5P84943
MLCE20171125	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	https://doi.org/10.7289/V5P84943
MLCE20171202	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	https://doi.org/10.7289/V5P84943
MLCE20171209	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	
MLCE20171216	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	
MLCE20171223	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	
MLCE20171230	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	
MLCE20180106	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	
MLCE20180111	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	
MLCE20180117	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	
MLCE20180120	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	
MLCE20180127	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	
MLCE20180203	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	
MLCE20180210	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	
MLCE20180217	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	
MLCE20180224	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	
MLCE20180303	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	
MLCE20180310	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	
MLCE20180317	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	
MLCE20180324	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	
MLCE20180331	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	
MLCE20180407	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	
MLCE20180415	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	
MLCE20180423	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	
MLCE20180504	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	
MLCE20180514	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	
MLCE20180525	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	
MLCE20180602	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	
MLCE20180609	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	
MLCE20180616	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	
MLCE20180623	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	
MLCE20180630	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	
MLCE20180707	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	
MLCE20180714	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	
MLCE20180721	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	
MLCE20180728	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	
MLCE20180804	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	
MLCE20180811	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	
MLCE20180818	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	
MLCE20180825	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	
MLCE20180903	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	
MLCE20180914	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	
MLCE20180924	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	
MLCE20181005	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	
MLCE20181015	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	
MLCE20181023	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	
MLCE20181026	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	
MLCE20181105	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	
MLCE20181116	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	
MLCE20181124	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	
MLCE20181201	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	
MLCE20181208	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	
MLCE20181215	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	
MLCE20181222	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	
MLCE20190105	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	
MLCE20190112	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	
MLCE20190119	Celebrity Equinox	MLCE	9HXD9	32	9372456	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Atlantic Oceanographic and Meteorological Laboratory (AOML), National Oceanic and Atmospheric Administration (NOAA)	1799	Wanninkhof, R.; Pierrot, D.	
