Cruise No	EXPOCODE	Name	ICEScode	CallSign_WMO	PlatformType	IMO_OS	Institution	EDMO	PI_Institution	PI_EDMO	PI	DOI_link
127	18DD20060919	John P. Tully	18DD	CG2958	31	8320420	Canadian Coast Guard		Institute of Ocean Sciences	4155	IOS / Canada	https://doi.org/10.3334/cdiac/otg.clivar_line_p_2009
128	18DD20070208	John P. Tully	18DD	CG2958	31	8320420	Canadian Coast Guard		Institute of Ocean Sciences	4155	IOS / Canada	https://doi.org/10.3334/cdiac/otg.clivar_line_p_2009
129	18DD20070530	John P. Tully	18DD	CG2958	31	8320420	Canadian Coast Guard		Institute of Ocean Sciences	4155	IOS / Canada	https://doi.org/10.3334/cdiac/otg.clivar_line_p_2009
130	18DD20070814	John P. Tully	18DD	CG2958	31	8320420	Canadian Coast Guard		Institute of Ocean Sciences	4155	IOS / Canada	https://doi.org/10.3334/cdiac/otg.clivar_line_p_2009
131	18DD20080131	John P. Tully	18DD	CG2958	31	8320420	Canadian Coast Guard		Institute of Ocean Sciences	4155	IOS / Canada	https://doi.org/10.3334/cdiac/otg.clivar_line_p_2009
132	18DD20080813	John P. Tully	18DD	CG2958	31	8320420	Canadian Coast Guard		Institute of Ocean Sciences	4155	IOS / Canada	https://doi.org/10.3334/cdiac/otg.clivar_line_p_2009
133	18DL20030913	CCGS Amundsen	18DL	CGDT	31	7510846	Canadian Coast Guard		University of Victoria - School of Earth and Ocean Sciences	2262	C.S. Wong; L. Miller	https://doi.org/10.3334/cdiac/otg.ios_arct_carbn
134	18DL20031015	CCGS Amundsen	18DL	CGDT	31	7510846	Canadian Coast Guard		University of Victoria - School of Earth and Ocean Sciences	2262	D.Barber; L.Miller	https://doi.org/10.3334/cdiac/otg.ios_arct_carbn
135	18DL20031126	CCGS Amundsen	18DL	CGDT	31	7510846	Canadian Coast Guard		University of Victoria - School of Earth and Ocean Sciences	2262	C.Nozais	https://doi.org/10.3334/cdiac/otg.ios_arct_carbn
136	18DL20040107	CCGS Amundsen	18DL	CGDT	31	7510846	Canadian Coast Guard		University of Victoria - School of Earth and Ocean Sciences	2262	J. Deming	https://doi.org/10.3334/cdiac/otg.ios_arct_carbn
137	18DL20040218	CCGS Amundsen	18DL	CGDT	31	7510846	Canadian Coast Guard		University of Victoria - School of Earth and Ocean Sciences	2262	C.S. Wong; L. Miller	https://doi.org/10.3334/cdiac/otg.ios_arct_carbn
138	18DL20040401	CCGS Amundsen	18DL	CGDT	31	7510846	Canadian Coast Guard		University of Victoria - School of Earth and Ocean Sciences	2262	C.S. Wong; L. Miller	https://doi.org/10.3334/cdiac/otg.ios_arct_carbn
139	18DL20040513	CCGS Amundsen	18DL	CGDT	31	7510846	Canadian Coast Guard		University of Victoria - School of Earth and Ocean Sciences	2262	C.S. Wong; L. Miller	https://doi.org/10.3334/cdiac/otg.ios_arct_carbn
140	18DL20040625	CCGS Amundsen	18DL	CGDT	31	7510846	Canadian Coast Guard		University of Victoria - School of Earth and Ocean Sciences	2262	C.S. Wong; L. Miller	https://doi.org/10.3334/cdiac/otg.ios_arct_carbn
141	18DL20040806	CCGS Amundsen	18DL	CGDT	31	7510846	Canadian Coast Guard		University of Victoria - School of Earth and Ocean Sciences	2262	A.Rochon	https://doi.org/10.3334/cdiac/otg.ios_arct_carbn
142	18EN19850212	Endeavour	18EN	CYWK	31	6422511	Canadian Navy	3712	Institute of Ocean Sciences	4155	IOS / Canada	https://doi.org/10.3334/cdiac/otg.clivar_line_p_2009
143	18EN19870330	Endeavour	18EN	CYWK	31	6422511	Canadian Navy	3712	Institute of Ocean Sciences	4155	IOS / Canada	https://doi.org/10.3334/cdiac/otg.clivar_line_p_2009
144	18EN19870717	Endeavour	18EN	CYWK	31	6422511	Canadian Navy	3712	Institute of Ocean Sciences	4155	IOS / Canada	https://doi.org/10.3334/cdiac/otg.clivar_line_p_2009
145	18EN19911017	Endeavour	18EN	CYWK	31	6422511	Canadian Navy	3712	Institute of Ocean Sciences	4155	IOS / Canada	https://doi.org/10.3334/cdiac/otg.clivar_line_p_2009
146	18EN19920326	Endeavour	18EN	CYWK	31	6422511	Canadian Navy	3712	Institute of Ocean Sciences	4155	IOS / Canada	https://doi.org/10.3334/cdiac/otg.clivar_line_p_2009
147	18HS19900906	Henry Larsen	18HS	CGHL	31	8409329	Canadian Coast Guard		University of Victoria - School of Earth and Ocean Sciences	2262	R.W. MacDonald	https://doi.org/10.3334/cdiac/otg.ios_arct_carbn
148	18HS19920920	Henry Larsen	18HS	CGHL	31	8409329	Canadian Coast Guard		University of Victoria - School of Earth and Ocean Sciences	2262	R.W. MacDonald	https://doi.org/10.3334/cdiac/otg.ios_arct_carbn
149	18HS19930824	Henry Larsen	18HS	CGHL	31	8409329	Canadian Coast Guard		University of Victoria - School of Earth and Ocean Sciences	2262	R.W. MacDonald	https://doi.org/10.3334/cdiac/otg.ios_arct_carbn
150	18HU19820228	Hudson	18HU	CGDG	31	5405279	Canadian Coast Guard		Bedford Institute of Oceanography	1811	R.A.Clarke; Reid; J.Swift	https://doi.org/10.3334/cdiac/otg.carina_18hu19820228
151	18HU19920527	Hudson	18HU	CGDG	31	5405279	Canadian Coast Guard		Bedford Institute of Oceanography	1811	J. Lazier	https://doi.org/10.3334/cdiac/otg.carina_18hu19920527
152	18HU19930405	Hudson	18HU	CGDG	31	5405279	Canadian Coast Guard		Bedford Institute of Oceanography	1811	N. Oakey	https://doi.org/10.3334/cdiac/otg.carina_18hu19930405
153	18HU19930617	Hudson	18HU	CGDG	31	5405279	Canadian Coast Guard		Bedford Institute of Oceanography	1811	J. Lazier	https://doi.org/10.3334/cdiac/otg.carina_18hu19930617
154	18HU19931105	Hudson	18HU	CGDG	31	5405279	Canadian Coast Guard		Bedford Institute of Oceanography	1811	R.A. Clarke	https://doi.org/10.3334/cdiac/otg.carina_18hu19931105
155	18HU19940524	Hudson	18HU	CGDG	31	5405279	Canadian Coast Guard		Bedford Institute of Oceanography	1811	J. Lazier	https://doi.org/10.3334/cdiac/otg.carina_18hu19940524
156	18HU19941012	Hudson	18HU	CGDG	31	5405279	Canadian Coast Guard		Bedford Institute of Oceanography	1811	R.A. Clarke	https://doi.org/10.3334/cdiac/otg.carina_18hu19941012
157	18HU19950419	Hudson	18HU	CGDG	31	5405279	Canadian Coast Guard		Bedford Institute of Oceanography	1811	A. Clarke	https://doi.org/10.3334/cdiac/otg.carina_18hu19950419
158	18HU19950607	Hudson	18HU	CGDG	31	5405279	Canadian Coast Guard		Bedford Institute of Oceanography	1811	J. Lazier	https://doi.org/10.3334/cdiac/otg.woce_a01w_18hu95011_1
159	18HU19960512	Hudson	18HU	CGDG	31	5405279	Canadian Coast Guard		Bedford Institute of Oceanography	1811	J. Lazier	https://doi.org/10.3334/cdiac/otg.woce_ar07w_1996
160	18HU19970509	Hudson	18HU	CGDG	31	5405279	Canadian Coast Guard		Bedford Institute of Oceanography	1811	R.A. Clarke	https://doi.org/10.3334/cdiac/otg.carina_18hu19970509
161	18HU19980622	Hudson	18HU	CGDG	31	5405279	Canadian Coast Guard		Bedford Institute of Oceanography	1811	P. Jones	https://doi.org/10.3334/cdiac/otg.woce_ar01w_1998
162	18HU19990627	Hudson	18HU	CGDG	31	5405279	Canadian Coast Guard		Bedford Institute of Oceanography	1811	A. Clarke	https://doi.org/10.3334/cdiac/otg.woce_ar07w_1999
163	18HU20000520	Hudson	18HU	CGDG	31	5405279	Canadian Coast Guard		Bedford Institute of Oceanography	1811	Glen Harrison	https://doi.org/10.3334/cdiac/otg.woce_ar07w_2000
164	18HU20010530	Hudson	18HU	CGDG	31	5405279	Canadian Coast Guard		Bedford Institute of Oceanography	1811	A. Clarke	https://doi.org/10.3334/cdiac/otg.woce_ar07w_2001
165	18HU20020623	Hudson	18HU	CGDG	31	5405279	Canadian Coast Guard		Bedford Institute of Oceanography	1811	A. Clarke	https://doi.org/10.3334/cdiac/otg.woce_ar07w_2002
166	18HU20030713	Hudson	18HU	CGDG	31	5405279	Canadian Coast Guard		Bedford Institute of Oceanography	1811	A. Clarke	https://doi.org/10.3334/cdiac/otg.woce_ar07w_2003
167	18HU20040515	Hudson	18HU	CGDG	31	5405279	Canadian Coast Guard		Bedford Institute of Oceanography	1811	G. Harrison	https://doi.org/10.3334/cdiac/otg.woce_ar07w_2004
168	18HU20050526	Hudson	18HU	CGDG	31	5405279	Canadian Coast Guard		Bedford Institute of Oceanography	1811	G. Harrison	https://doi.org/10.3334/cdiac/otg.woce_ar07w_2005
169	18HU20060524	Hudson	18HU	CGDG	31	5405279	Canadian Coast Guard		Bedford Institute of Oceanography	1811	R. Hendry	https://doi.org/10.3334/cdiac/otg.woce_ar07w_2006
170	18HU20070510	Hudson	18HU	CGDG	31	5405279	Canadian Coast Guard		Bedford Institute of Oceanography	1811	G. Harrison	https://doi.org/10.3334/cdiac/otg.woce_ar07w_2007
171	18HU20080520	Hudson	18HU	CGDG	31	5405279	Canadian Coast Guard		Bedford Institute of Oceanography	1811	Glen Harrison	https://doi.org/10.3334/cdiac/otg.woce_ar07w_2008
172	18HU20090517	Hudson	18HU	CGDG	31	5405279	Canadian Coast Guard		Bedford Institute of Oceanography	1811	R. Hendry	https://doi.org/10.3334/cdiac/otg.woce_ar07w_2009
173	18HU20100513	Hudson	18HU	CGDG	31	5405279	Canadian Coast Guard		Bedford Institute of Oceanography	1811	G. Harrison	https://doi.org/10.3334/cdiac/otg.woce_ar07w_2010
174	18HU20110506	Hudson	18HU	CGDG	31	5405279	Canadian Coast Guard		Bedford Institute of Oceanography	1811	I. Yashayaev	https://doi.org/10.3334/cdiac/otg.woce_ar07w_2011
175	18LU20000705	Sir Wilfrid Laurier	18LU	CGJK	31	8320456	Canadian Coast Guard		University of Victoria - School of Earth and Ocean Sciences	2262	B. van Hardenberg	https://doi.org/10.3334/cdiac/otg.ios_arct_carbn
176	18LU20000902	Sir Wilfrid Laurier	18LU	CGJK	31	8320456	Canadian Coast Guard		University of Victoria - School of Earth and Ocean Sciences	2262	F. McLaughlin	https://doi.org/10.3334/cdiac/otg.ios_arct_carbn
177	18LU20080702	Sir Wilfrid Laurier	18LU	CGJK	31	8320456	Canadian Coast Guard		University of Victoria - School of Earth and Ocean Sciences	2262	S.Vagle	https://doi.org/10.3334/cdiac/otg.ios_arct_carbn
178	18LU20080923	Sir Wilfrid Laurier	18LU	CGJK	31	8320456	Canadian Coast Guard		University of Victoria - School of Earth and Ocean Sciences	2262	H.Melling	https://doi.org/10.3334/cdiac/otg.ios_arct_carbn
179	18LU20090710	Sir Wilfrid Laurier	18LU	CGJK	31	8320456	Canadian Coast Guard		University of Victoria - School of Earth and Ocean Sciences	2262	S.Vagle	https://doi.org/10.3334/cdiac/otg.ios_arct_carbn
180	18PZ19850429	Parizeau	18PZ	CGBS	31	6711728	Canadian Coast Guard		Institute of Ocean Sciences	4155	IOS / Canada	https://doi.org/10.3334/cdiac/otg.clivar_line_p_2009
181	18PZ19850811	Parizeau	18PZ	CGBS	31	6711728	Canadian Coast Guard		Institute of Ocean Sciences	4155	IOS / Canada	https://doi.org/10.3334/cdiac/otg.clivar_line_p_2009
182	18PZ19860711	Parizeau	18PZ	CGBS	31	6711728	Canadian Coast Guard		Institute of Ocean Sciences	4155	IOS / Canada	https://doi.org/10.3334/cdiac/otg.clivar_line_p_2009
183	18PZ19861014	Parizeau	18PZ	CGBS	31	6711728	Canadian Coast Guard		Institute of Ocean Sciences	4155	IOS / Canada	https://doi.org/10.3334/cdiac/otg.clivar_line_p_2009
184	18PZ19870923	Parizeau	18PZ	CGBS	31	6711728	Canadian Coast Guard		Institute of Ocean Sciences	4155	IOS / Canada	https://doi.org/10.3334/cdiac/otg.clivar_line_p_2009
185	18PZ19871124	Parizeau	18PZ	CGBS	31	6711728	Canadian Coast Guard		Institute of Ocean Sciences	4155	IOS / Canada	https://doi.org/10.3334/cdiac/otg.clivar_line_p_2009
186	18PZ19880502	Parizeau	18PZ	CGBS	31	6711728	Canadian Coast Guard		Institute of Ocean Sciences	4155	IOS / Canada	https://doi.org/10.3334/cdiac/otg.clivar_line_p_2009
187	18PZ19880628	Parizeau	18PZ	CGBS	31	6711728	Canadian Coast Guard		Institute of Ocean Sciences	4155	IOS / Canada	https://doi.org/10.3334/cdiac/otg.clivar_line_p_2009
188	18PZ19881129	Parizeau	18PZ	CGBS	31	6711728	Canadian Coast Guard		Institute of Ocean Sciences	4155	IOS / Canada	https://doi.org/10.3334/cdiac/otg.clivar_line_p_2009
189	18PZ19890501	Parizeau	18PZ	CGBS	31	6711728	Canadian Coast Guard		Institute of Ocean Sciences	4155	IOS / Canada	https://doi.org/10.3334/cdiac/otg.clivar_line_p_2009
190	18PZ19891003	Parizeau	18PZ	CGBS	31	6711728	Canadian Coast Guard		Institute of Ocean Sciences	4155	IOS / Canada	https://doi.org/10.3334/cdiac/otg.clivar_line_p_2009
191	18PZ19900509	Parizeau	18PZ	CGBS	31	6711728	Canadian Coast Guard		Institute of Ocean Sciences	4155	IOS / Canada	https://doi.org/10.3334/cdiac/otg.clivar_line_p_2009
192	18PZ19900822	Parizeau	18PZ	CGBS	31	6711728	Canadian Coast Guard		Institute of Ocean Sciences	4155	IOS / Canada	https://doi.org/10.3334/cdiac/otg.clivar_line_p_2009
193	18PZ19910428	Parizeau	18PZ	CGBS	31	6711728	Canadian Coast Guard		Institute of Ocean Sciences	4155	IOS / Canada	https://doi.org/10.3334/cdiac/otg.clivar_line_p_2009
194	18RD19980404	Pierre Radisson	18RD	CGSB	31	7510834	Canadian Coast Guard		Stony Brook University, School of Marine and Atmospheric Sciences	3124	L. Fortier; H. Melling	https://doi.org/10.3334/cdiac/otg.carina_18rd19980404
195	18RD19990827	Pierre Radisson	18RD	CGSB	31	7510834	Canadian Coast Guard		Institute of Ocean Sciences	4155	L. Fortier; H. Melling	https://doi.org/10.3334/cdiac/otg.carina_18rd19990827
196	18RD20020922	Pierre Radisson	18RD	CGSB	31	7510834	Canadian Coast Guard		University of Victoria - School of Earth and Ocean Sciences	2262	C.S. Wong; L. Miller	https://doi.org/10.3334/cdiac/otg.ios_arct_carbn
197	18SN19940724	Louis S. St-Laurent	18SN	CGBN	31	6705937	Canadian Coast Guard		Bedford Institute of Oceanography	1811	K. Aagaard; E. Carmack; J. Swift	https://doi.org/10.3334/cdiac/otg.carina_18sn19940724
198	18SN19950803	Louis S. St-Laurent	18SN	CGBN	31	6705937	Canadian Coast Guard		University of Victoria - School of Earth and Ocean Sciences	2262	E.Carmack	https://doi.org/10.3334/cdiac/otg.ios_arct_carbn
199	18SN19960910	Louis S. St-Laurent	18SN	CGBN	31	6705937	Canadian Coast Guard		University of Victoria - School of Earth and Ocean Sciences	2262	F. McLaughlin	https://doi.org/10.3334/cdiac/otg.ios_arct_carbn
200	18SN19970801	Louis S. St-Laurent	18SN	CGBN	31	6705937	Canadian Coast Guard		University of Victoria - School of Earth and Ocean Sciences	2262	K.Falkner	https://doi.org/10.3334/cdiac/otg.ios_arct_carbn
201	18SN19970803	Louis S. St-Laurent	18SN	CGBN	31	6705937	Canadian Coast Guard		Bedford Institute of Oceanography	1811	F. McLaughlin; K. Falkner	https://doi.org/10.3334/cdiac/otg.carina_18sn19970803
202	18SN19970831	Louis S. St-Laurent	18SN	CGBN	31	6705937	Canadian Coast Guard		Bedford Institute of Oceanography	1811	F. McLaughlin; K. Falkner	https://doi.org/10.3334/cdiac/otg.carina_18sn19970831
203	18SN19970924	Louis S. St-Laurent	18SN	CGBN	31	6705937	Canadian Coast Guard		Bedford Institute of Oceanography	1811	J. Swift	https://doi.org/10.3334/cdiac/otg.carina_18sn19970924
204	18SN20020816	Louis S. St-Laurent	18SN	CGBN	31	6705937	Canadian Coast Guard		University of Victoria - School of Earth and Ocean Sciences	2262	F. McLaughlin	https://doi.org/10.3334/cdiac/otg.ios_arct_carbn
205	18SN20030806	Louis S. St-Laurent	18SN	CGBN	31	6705937	Canadian Coast Guard		University of Victoria - School of Earth and Ocean Sciences	2262	B.van Hardenberg	https://doi.org/10.3334/cdiac/otg.ios_arct_carbn
206	18SN20050729	Louis S. St-Laurent	18SN	CGBN	31	6705937	Canadian Coast Guard		University of Victoria - School of Earth and Ocean Sciences	2262	S.Zimmerman	https://doi.org/10.3334/cdiac/otg.ios_arct_carbn
207	18SN20060805	Louis S. St-Laurent	18SN	CGBN	31	6705937	Canadian Coast Guard		University of Victoria - School of Earth and Ocean Sciences	2262	S.Zimmerman	https://doi.org/10.3334/cdiac/otg.ios_arct_carbn
208	18SN20060914	Louis S. St-Laurent	18SN	CGBN	31	6705937	Canadian Coast Guard		University of Victoria - School of Earth and Ocean Sciences	2262	S.Zimmerman	https://doi.org/10.3334/cdiac/otg.ios_arct_carbn
209	18SN20070704	Louis S. St-Laurent	18SN	CGBN	31	6705937	Canadian Coast Guard		University of Victoria - School of Earth and Ocean Sciences	2262	S.Zimmerman	https://doi.org/10.3334/cdiac/otg.ios_arct_carbn
210	18SN20070726	Louis S. St-Laurent	18SN	CGBN	31	6705937	Canadian Coast Guard		University of Victoria - School of Earth and Ocean Sciences	2262	S.Zimmerman	https://doi.org/10.3334/cdiac/otg.ios_arct_carbn
211	18SN20080717	Louis S. St-Laurent	18SN	CGBN	31	6705937	Canadian Coast Guard		University of Victoria - School of Earth and Ocean Sciences	2262	S.Zimmerman	https://doi.org/10.3334/cdiac/otg.ios_arct_carbn
212	18SN20090917	Louis S. St-Laurent	18SN	CGBN	31	6705937	Canadian Coast Guard		University of Victoria - School of Earth and Ocean Sciences	2262	S.Zimmerman	https://doi.org/10.3334/cdiac/otg.ios_arct_carbn
213	18TH19740811	Theta	18TH		31		Canadian Coast Guard		University of Victoria - School of Earth and Ocean Sciences	2262	R. Herlinveaux	https://doi.org/10.3334/cdiac/otg.ios_arct_carbn
214	21OR19901011	Ocean Researcher 1	21OR	BDCJ	31	8316895	National Taiwan University Institute of Oceanography	5032	National Taiwan University Institute of Oceanography	5032	Cho-Teng Liu (NTU)	https://doi.org/10.25921/f3hj-e284
215	21OR19910626	Ocean Researcher 1	21OR	BDCJ	31	8316895	National Taiwan University Institute of Oceanography	5032	National Taiwan University Institute of Oceanography	5032	Cho-Teng Liu	https://doi.org/10.3334/cdiac/otg.pacifica_21or19910626
216	21OR19910708	Ocean Researcher 1	21OR	BDCJ	31	8316895	National Taiwan University Institute of Oceanography	5032	National Taiwan University Institute of Oceanography	5032	Cho-Teng Liu	https://doi.org/10.3334/cdiac/otg.woce_pr21b_21or19910708
217	21OR20080102	Ocean Researcher 1	21OR	BDCJ	31	8316895	National Taiwan University Institute of Oceanography	5032	National Taiwan University Institute of Oceanography	5032	Wen-Chen Chou	https://doi.org/10.25921/bs85-k519
218	29CS19771007	Cornide de Saavedra	29CS	EDSV	31	7025231	IEO/ Spanish Oceanographic Institute	353	CSIC-IIM/ Institute of Marine Research	279	F. Fraga	https://doi.org/10.3334/cdiac/otg.carina_29cs19771007
219	29CS19930510	Cornide de Saavedra	29CS	EDSV	31	7025231	IEO/ Spanish Oceanographic Institute	353	CSIC-IIM/ Institute of Marine Research	279	J.M. Cabanas	https://doi.org/10.3334/cdiac/otg.carina_29cs19930510
220	29GD19821110	Garcia del Cid	29GD	EHUU	31	7523362	CSIC-UTM/ Marine Technology Unit	2489	CSIC-IIM/ Institute of Marine Research	279	F. Fraga	https://doi.org/10.3334/cdiac/otg.carina_29gd19821110
221	29GD19831201	Garcia del Cid	29GD	EHUU	31	7523362	CSIC-UTM/ Marine Technology Unit	2489	CSIC-IIM/ Institute of Marine Research	279	F. Fraga	https://doi.org/10.3334/cdiac/otg.carina_29gd19831201
222	29GD19840218	Garcia del Cid	29GD	EHUU	31	7523362	CSIC-UTM/ Marine Technology Unit	2489	CSIC-IIM/ Institute of Marine Research	279	F. Fraga	https://doi.org/10.3334/cdiac/otg.carina_29gd19840218
223	29GD19840711	Garcia del Cid	29GD	EHUU	31	7523362	CSIC-UTM/ Marine Technology Unit	2489	CSIC-IIM/ Institute of Marine Research	279	F. Fraga	https://doi.org/10.3334/cdiac/otg.carina_29gd19840711
224	29GD19860904	Garcia del Cid	29GD	EHUU	31	7523362	CSIC-UTM/ Marine Technology Unit	2489	CSIC-IIM/ Institute of Marine Research	279	F. Fraga	https://doi.org/10.3334/cdiac/otg.carina_29gd19860904
225	29HE19920714	Hesperides	29HE	EBBW	31	8803563	Spanish Navy	2140	Rosenstiel School of Marine and Atmospheric Science (RSMAS), University of Miami	1382	G. Parrilla	https://doi.org/10.3334/cdiac/otg.ndp074
